TestSat.UTCModJulian      TestSat.A1ModJulian       TestSat.Earth.Latitude    TestSat.Earth.Longitude   TestSat.Earth.Altitude    
30910.09024458332         30910.09067322199         -51.76613997445044        56.74876957431343         433.0358449313881         
30910.09090820092         30910.09133683960         -51.48994237509925        62.42830763160472         432.9693334451904         
30910.09191782210         30910.09234646077         -50.51075332586114        70.83929397827568         432.6531246131954         
30910.09240700674         30910.09283564541         -49.80613041295135        74.75808941962687         432.4095590252746         
30910.09293452039         30910.09336315906         -48.88939033661178        78.83976679903576         432.0838151774915         
30910.09345163641         30910.09388027508         -47.84283942577331        82.68056282723084         431.7038926763071         
30910.09410182353         30910.09453046221         -46.33593522533818        87.27019860155424         431.1464706468096         
30910.09495789756         30910.09538653624         -44.06169165696424        92.89712573372992         430.2898453102389         
30910.09599667572         30910.09642531440         -40.92273504450630        99.10681508330246         429.0913013626077         
30910.09705248268         30910.09748112136         -37.38136059290973        104.7800657932665         427.7356883628836         
30910.09718902776         30910.09761766644         -36.90127035302244        105.4708640056936         427.5527266360650         
30910.09744080330         30910.09786944198         -36.00407589734859        106.7205890699340         427.2117748628643         
30910.09784083247         30910.09826947115         -34.54845520055628        108.6446596378407         426.6619767237498         
30910.09842368808         30910.09885232676         -32.36704271423849        111.3217388071720         425.8483068799633         
30910.09911006195         30910.09953870063         -29.71681829054345        114.3000105325049         424.8816401711429         
30910.09985723368         30910.10028587235         -26.74590917880505        117.3533685493544         423.8346808923061         
30910.10087429688         30910.10130293555         -22.58288893487544        121.2421593537451         422.4497703948673         
30910.10192887251         30910.10235751118         -18.15143842748540        125.0109724706923         421.1041764948213         
30910.10298328168         30910.10341192036         -13.63264270230020        128.5744260129911         419.8930954868711         
30910.10404101599         30910.10446965466         -9.036513489744451        132.0013647946953         418.8497050444139         
30910.10413347220         30910.10456211088         -8.632528033723034        132.2956645214617         418.7676819386043         
30910.10427861985         30910.10470725853         -7.997719723045180        132.7563110691844         418.6420538816028         
30910.10448344237         30910.10491208105         -7.100792286371215        133.4037085175518         418.4714055696577         
30910.10485194360         30910.10528058228         -5.484228189166834        134.5617567997429         418.1843765668473         
30910.10543470378         30910.10586334246         -2.922039267456777        136.3799962782491         417.7845396971697         
30910.10621614385         30910.10664478253         0.5193858415360547        138.8054756755637         417.3559258577634         
30910.10706574413         30910.10749438280         4.259788564695909         141.4468167924090         417.0329730497679         
30910.10809377279         30910.10852241146         8.769517486743080         144.6838142325096         416.8413525782098         
30910.10914753450         30910.10957617317         13.35473329885547         148.0935892985735         416.8633261616624         
30910.11020115786         30910.11062979653         17.87928887106318         151.6478747813489         417.0891245616549         
